x,y,z
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.642,0.000
-5.378,3.642,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-5.378,3.643,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.778,4.150,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.778,4.153,0.000
-6.778,4.153,0.000
-6.774,4.148,0.000
-6.799,4.198,0.000
-6.799,4.198,0.000
-6.800,4.198,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.780,4.146,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.531,3.780,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.782,4.155,0.000
-6.783,4.155,0.000
-6.782,4.156,0.000
-6.783,4.155,0.000
-6.783,4.155,0.000
-6.783,4.155,0.000
-6.783,4.155,0.000
-6.783,4.155,0.000
-6.782,4.156,0.000
-6.783,4.155,0.000
-6.783,4.154,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.773,4.168,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.774,4.148,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
-6.773,4.168,0.000
4.139,1.760,0.000
4.138,1.761,0.000
4.139,1.760,0.000
4.140,1.762,0.000
4.141,1.764,0.000
4.138,1.761,0.000
4.139,1.760,0.000
4.141,1.764,0.000
4.140,1.762,0.000
4.139,1.764,0.000
4.139,1.760,0.000
4.139,1.764,0.000
4.139,1.759,0.000
4.139,1.760,0.000
4.140,1.762,0.000
4.139,1.760,0.000
4.139,1.760,0.000
4.139,1.764,0.000
4.141,1.764,0.000
4.139,1.764,0.000
4.139,1.759,0.000
4.141,1.764,0.000
4.139,1.759,0.000
4.139,1.764,0.000
4.139,1.760,0.000
4.139,1.760,0.000
4.141,1.764,0.000
4.139,1.764,0.000
4.141,1.764,0.000
4.138,1.761,0.000
4.139,1.760,0.000
4.139,1.760,0.000
4.139,1.764,0.000
4.140,1.762,0.000
4.139,1.760,0.000
4.139,1.760,0.000
4.139,1.760,0.000
4.139,1.764,0.000
4.139,1.760,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.152,0.000
-6.774,4.148,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.148,0.000
-0.009,5.685,0.000
-0.009,5.685,0.000
-0.009,5.685,0.000
-6.773,4.158,0.000
-6.773,4.158,0.000
-6.773,4.158,0.000
-6.773,4.158,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.149,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.774,4.150,0.000
-6.798,5.214,0.000
-6.798,5.214,0.000
-6.798,5.214,0.000
-6.798,5.218,0.000
-6.798,5.214,0.000
-6.799,5.228,0.000
-6.798,5.214,0.000
-6.798,5.214,0.000
-6.798,5.214,0.000
-6.799,5.228,0.000
-6.798,5.214,0.000
-6.798,5.214,0.000
-4.176,4.436,0.000
-4.176,4.432,0.000
-4.176,4.436,0.000
-4.176,4.441,0.000
-4.180,4.432,0.000
-4.177,4.445,0.000
-4.177,4.445,0.000
-4.180,4.432,0.000
-4.176,4.436,0.000
-4.176,4.436,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.770,4.145,0.000
-6.770,4.145,0.000
-6.770,4.145,0.000
-6.770,4.145,0.000
-6.774,4.152,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.773,4.158,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.773,4.158,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.772,4.157,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.773,4.149,0.000
-6.773,4.149,0.000
-6.773,4.149,0.000
-6.774,4.148,0.000
-6.774,4.149,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.149,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.774,4.152,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.776,4.149,0.000
-6.773,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.774,4.152,0.000
-6.776,4.147,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.776,4.150,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.776,4.150,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.149,0.000
-6.774,4.149,0.000
-6.769,5.283,0.000
-6.766,5.278,0.000
-6.783,5.297,0.000
-6.766,5.277,0.000
-6.766,5.277,0.000
-6.769,5.283,0.000
-6.769,5.283,0.000
-6.785,5.291,0.000
-6.769,5.283,0.000
-6.766,5.277,0.000
-6.769,5.283,0.000
-6.769,5.283,0.000
-6.769,5.282,0.000
-6.767,5.277,0.000
-6.767,5.277,0.000
-6.769,5.283,0.000
-6.769,5.283,0.000
-6.769,5.282,0.000
-6.769,5.283,0.000
-6.785,5.291,0.000
-6.769,5.283,0.000
-6.767,5.277,0.000
-6.769,5.283,0.000
-6.767,5.277,0.000
-6.769,5.282,0.000
-6.766,5.277,0.000
-6.766,5.278,0.000
-6.769,5.283,0.000
-6.766,5.277,0.000
-6.767,5.277,0.000
-6.766,5.277,0.000
-6.767,5.277,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.772,4.157,0.000
-6.774,4.148,0.000
-4.195,4.433,0.000
-6.774,4.148,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-6.776,4.153,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.196,4.450,0.000
-4.196,4.450,0.000
-4.196,4.450,0.000
-4.196,4.450,0.000
-4.190,4.443,0.000
-4.177,4.434,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.777,4.144,0.000
-6.774,4.144,0.000
-6.774,4.144,0.000
-6.774,4.144,0.000
-6.774,4.148,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.727,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.729,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-0.016,5.728,0.000
-6.784,4.156,0.000
-6.784,4.156,0.000
-0.027,5.719,0.000
-6.774,4.148,0.000
-6.782,4.154,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.782,4.154,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.157,0.000
-6.774,4.157,0.000
-6.775,4.158,0.000
-6.775,4.157,0.000
-6.775,4.158,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.775,4.157,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.775,4.150,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.148,0.000
-6.774,4.152,0.000
-6.774,4.140,0.000
-6.774,4.148,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.774,4.140,0.000
-6.776,4.149,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.779,4.158,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.779,4.157,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.778,4.154,0.000
-6.769,4.151,0.000
-6.769,4.151,0.000
-6.769,4.151,0.000
-6.769,4.151,0.000
-6.769,4.151,0.000
-6.769,4.151,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.788,4.159,0.000
-6.787,4.158,0.000
-6.788,4.159,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.787,4.158,0.000
-6.774,4.152,0.000
-6.780,4.146,0.000
-6.780,4.146,0.000
-6.780,4.146,0.000
-6.787,4.160,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.787,4.160,0.000
-6.774,4.148,0.000
-6.787,4.160,0.000
-6.774,4.157,0.000
-6.775,4.150,0.000
-5.282,3.284,0.000
-5.282,3.284,0.000
-5.282,3.284,0.000
-5.282,3.284,0.000
-5.282,3.284,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
-6.774,4.148,0.000
