x,y,z
-6.774,4.155,-7.000
-6.774,4.155,-6.000
-6.774,4.150,-10.000
-6.774,4.150,-10.000
-6.774,4.155,-7.000
-6.778,4.147,-10.000
-6.774,4.155,-7.000
-6.782,4.158,-6.000
-6.780,4.156,-5.000
-6.780,4.156,-5.000
-6.780,4.156,-5.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.780,4.156,-5.000
-6.780,4.156,-5.000
-6.774,4.155,-7.000
-6.774,4.155,-7.000
-6.774,4.155,-7.000
-6.774,4.155,-7.000
4.290,3.181,-3.000
-6.772,4.148,-5.000
-6.776,4.156,-5.000
-6.776,4.156,-5.000
-6.782,4.158,-5.000
-6.782,4.158,-5.000
-6.782,4.158,-5.000
-6.773,4.168,-5.000
-6.794,4.209,-5.000
-6.773,4.168,-5.000
-6.782,4.158,-5.000
-6.773,4.168,-5.000
-6.782,4.158,-5.000
-6.782,4.158,-5.000
-6.782,4.158,-5.000
-6.782,4.158,-5.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.792,4.208,-6.000
-6.792,4.208,-6.000
-6.772,4.148,-6.000
-6.792,4.208,-6.000
-6.772,4.148,-6.000
-6.799,4.190,-6.000
-6.799,4.190,-6.000
-6.772,4.148,-6.000
-6.782,4.158,-6.000
-6.772,4.148,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.175,5.723,-5.000
-0.206,4.491,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.206,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.175,5.723,-5.000
-0.206,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.206,4.491,-5.000
-0.207,4.489,-5.000
-0.198,4.496,-5.000
-0.206,4.490,-5.000
-0.206,4.490,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.206,4.491,-5.000
-0.198,4.496,-5.000
-0.198,4.496,-5.000
-0.206,4.490,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.207,4.489,-5.000
-0.014,5.750,-5.000
-0.027,5.719,-5.000
-0.018,5.750,-5.000
-0.018,5.752,-5.000
-0.014,5.750,-5.000
-0.027,5.719,-5.000
-0.027,5.719,-5.000
-0.014,5.750,-5.000
-0.175,5.723,-5.000
-0.175,5.723,-5.000
-6.799,4.179,-5.000
-0.014,5.750,-5.000
-0.027,5.719,-5.000
-0.018,5.750,-5.000
-0.175,5.723,-5.000
-0.019,5.751,-5.000
-0.014,5.750,-5.000
-0.027,5.719,-5.000
-0.014,5.750,-5.000
-0.018,5.750,-5.000
-0.027,5.719,-5.000
-0.175,5.723,-5.000
-0.175,5.723,-5.000
-0.018,5.750,-5.000
-0.027,5.719,-5.000
-0.018,5.750,-5.000
-0.018,5.750,-5.000
-0.027,5.719,-5.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.770,4.139,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.770,4.139,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.772,4.148,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.782,4.158,-6.000
-6.772,4.148,-6.000
-6.782,4.158,-6.000
-6.777,4.150,-5.000
-6.777,4.150,-5.000
-6.773,4.148,-5.000
-6.774,4.148,-5.000
-6.774,4.148,-5.000
-6.774,4.148,-5.000
-6.774,4.148,-5.000
-6.774,4.148,-5.000
-6.780,4.147,-5.000
-6.780,4.147,-5.000
-6.780,4.146,-5.000
-6.774,4.149,-5.000
-6.773,4.148,-5.000
-6.776,4.140,-5.000
-6.783,4.158,-5.000
-6.783,4.158,-5.000
-6.783,4.158,-5.000
-6.783,4.158,-5.000
-6.773,4.148,-5.000
-6.780,4.146,-5.000
-6.780,4.146,-5.000
-6.776,4.140,-5.000
-6.780,4.146,-5.000
-6.773,4.148,-5.000
-6.778,4.153,-5.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.754,4.113,-5.000
-6.754,4.114,-5.000
-6.754,4.114,-5.000
-6.774,4.148,-5.000
-6.774,4.148,-5.000
-6.774,4.149,-5.000
-6.774,4.148,-5.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.150,-6.000
-6.774,4.155,-6.000
-6.774,4.155,-6.000
-6.773,4.159,-7.000
-6.773,4.159,-7.000
-0.176,5.720,-6.000
-6.773,4.159,-7.000
-6.773,4.159,-7.000
-6.773,4.159,-7.000
-6.773,4.159,-7.000
-0.176,5.720,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.176,5.721,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.774,4.148,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.776,4.147,-6.000
-0.175,5.723,-6.000
-6.784,4.182,-7.000
-6.771,4.158,-7.000
-6.771,4.158,-6.000
-6.784,4.182,-7.000
-6.771,4.158,-6.000
-6.771,4.158,-6.000
-6.771,4.158,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-0.175,5.723,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.774,4.148,-6.000
-6.770,4.145,-1.000
-6.774,4.148,-1.000
-6.772,4.161,-1.000
-6.464,3.781,-1.000
4.283,3.167,-1.000
-6.770,4.145,-1.000
-6.774,4.148,-1.000
-6.772,4.161,-1.000
-6.464,3.781,-1.000
4.283,3.167,-1.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.792,4.169,-3.000
-6.774,4.148,-3.000
-6.779,4.153,-3.000
-6.774,4.148,-3.000
-6.802,4.198,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.774,4.148,-3.000
-6.771,4.148,-3.000
-6.779,4.153,-4.000
-6.559,3.783,-3.000
-6.774,4.143,-4.000
-6.792,4.170,-3.000
-6.775,4.157,-3.000
-6.773,4.148,-4.000
-6.774,4.148,-3.000
-6.780,4.146,-3.000
-6.780,4.153,-4.000
